,ratings,reviews,label,label_t
10,5,제품은 잘 받았습니다참 많은 고민을 하고 결정했습니다선이 없으니 잘 잊어먹을거 같다는 생각에 저렴한걸 찾아보니 3만원대 가성비 좋다는 제품도 있었는데 혹시나 하는 마음에 장기적으로 보고 사자 하는 마음에 결정을 했고 쓰는 폰이 갤럭시10여서 버즈로 결정을 한것도 있습니다몇일 사용을 해보니 제 기준에서 불편한 점은첫째 오른쪽 왼쪽 표시가 좀더 잘 보였으면 좋겠다는 생각을 했습니다 RL 표시가 색이 있다거나 둘째는 마스크를 쓰고 벗다가 조금만 스쳐도 외부소리는 켜봤는데 저에게는 넘 이질감이 있어서 없는 기능이다 생각하고 쓰려구요 그리고 통화를 많이 하는 편은 아니지만 수신음은 잘 들리구요 송신음은 불편하거나 잘 안들린다는 말은 아직 안들어 봤네요유선이어폰을 쓰다 첨 쓰면 당연 편리함은 이루 말할수가 없죠잔고장 없이 오래 잘 썼으면 하는 마음 입니다,1,
11,5,블루투스 커널형 이어폰중에는 가장 좋지 않나 싶어요아무래도 이어폰을 청소해줘야된다거나 오래 착용하고있으면 귀가 약간 아프다거나 하는 커널형만의 단점이 있지만 이런 어쩔수 없는 점들을 제외하면 딱히 불편한점은 없었습니다전에 사용한 갤럭시버즈와 비교하자면 배터리도 더 오래가구요 음질도 나아졌어요 음질은 관련 전공가가 아니라 자세하게 이야기는 힘들겠지만 소리가 조금 더 선명해지고 들을 수 있는 범위가 넓어진 느낌입니다 클래식이나 큰 편성의 곡을 좋아하는데 전작 대비 뭉개지는 소리가 적어진 느낌이 있어요~ 해상도가 좋아졌다고 해야될까요 전작과 소리 색깔이 바뀐 느낌도 있어요 저는 플러스 쪽이 조금 더  아무래도 생각합니다아무튼 잘 사용하고있구요 비슷한시기 갤럭시 라이브가 나와서 약간 후회할뻔했는데 아무래도 여기저기 대중교통으로 돌아다니거나 운동할때 착용하는 제 루틴으로 봤을때는 커널형이 맞는 것 같아서요 사용중입니다~구매 고민하시는분들께 조금이나마 도움이 됐으면 좋겠네요?,1,
12,5,갤럭시 버즈 라이브를 구매했지만 도저히 아니다 싶어서중고로 판매하고 결국에는 버즈 플러스를 새로 구매했습니다3월 생산품이고 왼쪽이 과방전 상태였으나 검색해서 금방 해결했습니다과방전은 갤럭시 버즈의 고질적인 패시브 스킬기존에 갤럭시 버즈를 1년5개월 정도 사용했었고개인적으로는 체감한 음질향상이 30정도 되는것 같습니다케이스와 철가루방지스티커 까지 장착해서 아이언맨으로 깔맞춤 했습니다,1,
13,4,블루 하려다 핑크 했는데 나쁘지 않습니다 하지만 다시 산다면 블루를 살거같아요 그리고 저도 초기불량 걸렸네요 한쪽이 인식이 안됩니다 다음주에 섭센 가서 교체받으려구요ㅠㅠ 스샷은 업로드 안되는거 처음알았네요 웨어러블 어플에서 인식 안되는 애는 그냥 회색으로 뜨고 소프트웨어 업데이트가 안되네요 둘다 연결되어야 한대요씰링 스티커도 잘 붙어있고 케이블도 잘 감겨있어서 정품이 맞구나 하고 감동받고 있습니다 케이스 오기 전까지는 사은품으로 온 투명케이스 잘 쓰겠습니다 추가 섭센 다녀왔는데 버즈 케이스에 이어버드가 완전 방전되었을때 충전하는 모듈이 없어서 그렇다고 합니다 설치받고 잘 쓰고 있습니다,1,
14,5,처음 받았을 때 상자 모퉁이가 찌그러져있어서 놀랐어요다행히 내용물은 이상이 없습니다구성품  케이스이어폰 폼팁충전선하루 사용후기   주변소리 듣기 기능  사기 전에 주변소리 듣기 기능을 사용하면 바람소리가 심하다는 후기들이 많아서 걱정했습니다근데 비닐 부스럭거리는 소리가 원래 소리보다 크게 들리는 정도 였습니다 거슬릴 정도는 아니었어요 통화기능  집오는 길에 버스에서 통화를 해봤는데 상대방이 아무런 문제를 느끼지 못했습니다,1,
15,5,9월 8일 주문했는데 10일에 도착했네요대체적으로 배송은 빠른것 같아요그리고 후기에 이어폰 배터리 방전 이야기가 많던데 제가 받은 물건은 사장님이 일부러 가득 충전해서 보냈는지 받으니까 배터리가 양쪽다 60프로 이상 남아있었어요 세심하게 신경쓰신게 느껴지네요실물은 사진으로 보이는 것보다 더 예뻐요 ,1,
16,2,2월 제조품이라 혹시나했는데 역시나 우측 이어버드 연결이 안돼요심지어 좌측 이어버드에도 뭐가 껴있고 충전케이스 오른쪽에는 머리카락캍은게 아예 이음새에 껴있어서 빠지지도 않아요ㅋㅋㅋ 새제품인데 뭐가 이렇게 껴있고 지저분한지ㅜㅜ버즈플러스 출시때 여기서 사고 가족주고서 버즈라이브는 귀에 안 맞아서 버플로 또 사려고 한건데 양품을 못 받다니인터넷 방법 찾아보고 안 되면 다음주에나 서비스센터 가야겠어요ㅠㅠ제조일 구분해서 보내주시진 않으니까 구매전이시라면 문제있는 2월생산분 받을 수도 있고 그럼 인터넷으로 해결법 찾아다니거나 삼성서비스센터 직접 방문 해야한다는 거 염두에 두고 구매하시면 좋을 것 같아요,0,
17,4,너무 만족스럽니다 일단 하자없이 잘 왔구요~ 넥 블루투스이어폰 사용하다가 에어팟이나 버즈가 나오는 바람에 뭔가 사용하기 그래서 유선 이어폰을 사용하고 있었습니다 ㅋ 그런데 핸드폰 꺼내고 할 때마다 너무 걸리적거려서 불편했는데~ 버즈플러스 사고 나서 너무너무 잘 샀다는 생각을 하루에도 몇번이나 하네요 제 차량에 블루투스가 안돼서 운전할 때 전화오면 통화하기도 좋습니다 그러고 한쪽만 끼고 통화를 해봐도 상대방이 통화하는데 문제 없이 잘 들린다고 하네요~ 주변소리듣기 기능이 있어서 걸어가거나 운전 중일 때 이어폰을 사용해도 주변인지하는데 문제가 없습니다 음질도 완전 막귀는 아닌데 이어폰이 이 정도면 저음도 좋고 이퀄라이저 선택이 다양해서 좋고~ 풍성함으로 들을 때 간혹 음악따라 좀 찢어지는 느낌이 있지만 그럴 땐 부드러움으로 바꾸면 또 괜찮으니~ 음악에 따라 쉽게쉽게 조절도 되고 암튼   버즈 생각없던 친구한테도 느껴보라고 오늘 하나 더 주문하려고 합니다  고민하지 마시고 꼭 사세요~ ,1,
18,5,주변 사람들이 왜 갤럭시버즈플러스를 추천하는지이제야 알겠네요이렇게 좋은건지 알았으면 더 미리구매하는건데ㅎㅎ지금이라도 사용하게 되어서너무 만족하고 앞으로 잘 쓰겠습니다구매장점1신속한 배송실제로 24시간도 안걸림2안전한 포장상태3다양한 기능과 음질4부가 구성품더 많은 장점이 있으니 직접 써 보시길 추천드립니다또한 상품에 대한 자세한 설명은 사진에 첨부하여올렸으니 구매 고민하시는 분들은 참고하여 구매하시길 바랍니다 감사합니다~,1,
19,3,배송은 주문 다음 날 받았구요 9월 제조 제품입니다비싼 이어폰 쓰기전에 무선이어폰을 사용하는 게 어떤지 분실 위험은 잦은지 등등 경험해 보려고 2만원대의 qcy제품 사용 시작한 게 벌써 일 년이 됐네요 버즈를 살까 더 질러서 에어팟을 살까 고민만 하던 중 버즈 라이브가 나오면서 디자인에 반해 좀만 더 고민해 보고 사자했던게 11월이나 돼서 구매하게 됐네요진짜 일년 내내 고민만 함우선 노캔은 전혀 느끼질 못 하겠어요 머리 말리느라고 약하게 켜놓은 선풍기 소리도 못 막아주는데 오늘 출근하는데 버스소리를 잡아줬겠어요 볼륨을 최대치로 하고 들어야 음악이 들리더라구요 얘기가 왤케 주저리 주저리냐 저 2만원짜리 저렴이 qcy 이어폰보다 잘 안 들린다구요ㅠ 커널형만 쓰다 갑자기 오픈형 써서 그런지 영 만족스럽지가 못 하네요 조용한데서 들어도 오픈형은 커널형을 따라오질 못 하는 거 같네요그리고 착용이 애매하다 보니 중간에 자리 다시 잡으려고 건들면 음악 꺼지거나 담 노래로 넘어가거나 난리내요 이건 익숙해지면 괜찮겠지만  이게 다에요 이럴 줄 알았음 걍 버즈 플러스 살 걸 쫌 후회하는 중이에요,1,
20,4,삼일째 사용중이에요 소음이나 잡음없이 만족하며 사용중이에요 귀에 꽂았을 때 작지 않은 느낌 흰색이 튀어 보이는 느낌은 그냥 저의 기분탓일거에요 다른 후기에서 다들 언급했듯이 케이스 열자마자 블루투스 잡고 어플 깔고 혼자 잘 하네요ㅎ 터치에 너무 예민해서 잘못 눌리는 경우 많고요 사용법 어렵지 않았어요 다만 제가 느낀 불편한 귀에 어떻게 끼워야 맞는 건지 좀 헤맸었어요 첨엔 거울보고 이리저리 조금씩 돌려가며 모양을 맞춰보기도 했는데 이틀정도 사용하다보니 뾰족한 날개가 위쪽으로 가도록 해서 끼우면 아귀가 맞는 느낌이 들더라고요 그렇게 끼워지면 음질 확실히 좋게 들려요 주변소리 들어오긴 해서 따로 설정 안하고 사용중입니다,1,
21,5,오늘 받고 바로 까보았어요갤럭시 버즈 플러스 하얀색 입니다좋은 점은 완전 하얀색 인줄 알았는데 가운데 부분이 약간 상아색 이 연하게 들어가서 깔끔함이 더 묻어나오는 듯 합니다개취일 수도 있지만 완전 올흰색보다 이게 더 깔끔한 디자인으로 생각해요구성품은 메뉴얼이 뚜껑에 붙어있어서 나중에 확인 했지만이어피스 4개  인지 정확히 모르겠네요보통 본품만 쓰지 부속품은 잘 안쓰는 편이라귓구멍에 꼽았는데 딴딴하니 잘 꼽혀요제 폰 갤노트9 에 블루스트 연결을 하니 관련 어플이 자동 실행 되고 설정이 되는 듯 합니다음악을 틀었는데 저는 보통 자동차 안에서 듣는 음악을 좋아하는데 이거로 들으니 음감이 훨씬 나아요막귀 입니다그동안 제 차의 사운드가 정말 후진거라 느끼게 되네요이어폰이나 해드셋은 정말 안쓰는 스타일이라 주 용도는 업무중 핸즈프리나 집에서 조용히 컴퓨터 할 때 강의 들을 때회사에서 사운드를 들을 일이 있을때 등으로 쓰려고 샀어요저는 도보 이동중에 사용하려고 산 용도는 아니지요PC용 동글이도 집에 사무실에 하나씩 2개를 사두었고 사무실에서는 특정 강의업무용을 무엇보다 아직 통화나 메뉴얼 등은 제대로 숙지를 못했기에 사용에 익숙하게 적응좀 해야 겠습니다뚜껑 여는게 에어팟의 자성 강한 느낌이랑 틀리는게 에어팟느낌이 더 좋다고 느낍니다저는 에어팟을 안쓰지만 옆에 쓰는 걸로 열어보기만 했어요음질이 차이나는지는 모르겠지만앞서 저는 막귀 이기 때문에 이정도 사운드는 훌륭 하다고 느낍니다,1,
22,5,리뷰보니까 한 쪽 안들린다 길래 걱정 했는데 다행히 잘들려요 주변소리듣기 기능도 있어서 좋습니다 본체 충전 량도 떠서 좋아요 착용감도 최고에요 꽉 들어가게 하면 안 빠지는데 시간 지나면 아파요 그래도 앞으로 잘 사용 하겠습니다 ,1,
23,5,무선 이어폰은 처음이라 충전해서 사용하는것이 귀찮을것 같았는데 막상 사용 해 보니 이제는 유선 이어폰은 그림자도 안볼것 같아요 1회 충전에 매일 운동하며 2시간씩 사용하니 최대 45일 정도를 한번 충전만으로 사용했어요 이어폰과 케이스가 각각 충전 되니 케이스는 보조베터리 같은 역할인것 같아요 갤럭시 버즈 사용하길 정말 잘한것 같습니다 너무 좋아요,1,
24,5,아버지한테 어버이날 기념해서 사드렸는데 너무 좋아하시고 잘 사용하세요 저도 이거 분홍색으로 가지고있는데 확실히 상대적으로 저렴하고 가볍고 충전 한번 하면 오래가서 너무너무 잘 쓰고 있어용 제품도 하자 없이 잘 왔구 배송도 이틀만에 왔습니당 감사합니당,1,
25,5,1 내부 포장 및 배송 사진으로 보시다시피 제품 포장 자체는 달라진 점이 거의 없습니다 버즈와 동일한 구성입니다 배송 포장은 에어캡 없이 박스에 제품박스가 담겨져 왔습니다 물건이 워낙 가벼우니 별 문제 없겠지만 조금 아쉬운 부분입니다 그래도 정가로 17만원 이상하는 제품인데 안전 포장이 필요해 보입니다2 디자인 케이스 크기와 모양이 전혀 바뀌지 않았기에 기존 버즈의 커버를 그대로 사용할 수 있습니다 버즈에 비해 글로시한 소재로 바뀌었기 때문에 케이스와 이어폰에 지문이 선명하게 남습니다 이 부분 때문에 이어폰은 몰라도 보관케이스는 커버가 필수로 보입니다 바로 집에 있는 케이스를 장착3 실사용 느낌 첫 번째 케이스 마그네틱의 강도가 세졌습니다 이건 확실히 느껴지네요 이어폰 충전 부분이 좀더 깊이 들어갔습니다 이 것도 사진으로 찍었어야 했는데 사용하다 보니 알게 되었습니다 음악을 들으면서 기존 버즈 대비 확연하게 좋아졌다고 느끼기엔 조금 애매했습니다 오디오 전문가가 아니라 일반인의 입장에서 보면 크게 차이 나는 부분은 없었습니다 단지 웨어러블 소프트를 통해 자체 이퀄라이져를 만져 주면 좀더 풍성한 소리를 들을 수 있습니다 버즈 에서 자체 제공해 주는 이퀄라이져라 소프트웨어로 이퀄라이져를 만져주면 버즈 보다는 풍성한 소리가 들림  저는 확실히 좋아진 거 같았어요 친구랑 테스트를 위해 통화를 했는데 확실히 또렷하게 들린다고 하더군요 기존 버즈 끼고 통화하면 블루투스 통화라는 게 확 티가 났는데4 편의 기타 주변 소리 듣기가 토글로 바뀌었습니다 그리고 웨어러블 SW에서 3단계 조절이 가능해 졌습니다 기존에는 길게 누르고 있다가 손을 떼면 바로 주변소리 듣기 통화 중 주변 소리 듣기 기능도 생겼네요 이건 SW 업데이트로 인한 기능인지 버즈 고유 기능인지 잘 모르겠군요5 총평 청음 보다는 통화에 좀더 집중해서 업데이트 한 느낌이 납니다 그리고 배터리 사용시간이 늘어난 것 체감이 되네요 기존 버즈도 사용했기 때문에 버즈 로 바로 업데이트 했습니다전 통화보다 음악을 많이 듣기 때문에 음향 쪽으로 좀 더 발전이 있기를 바랬는데 버즈 대비 확 와 닿는 부분은 없었습니다그래도 버즈에 비해 편의사양이 크게 개선 되어 나와서~ ,1,
26,4,갤럭시 버즈 플러스  화이트 구매갤럭시 노트 10을 사용중인 사람으로서 갤럭시와의 연동이 가장 좋은 삼성에서 출시한 갤럭시 버즈 플러스를 구매했어요 버즈를 가지고 있지는 않았고 노트 10을 버즈 출시 이후에 구매해서 버즈 플러스를 구매했어요일단 저는 음악을 주로 많이 듣는 사람이에요 음악을 많이 듣기는 하지만 음악 감상에 있어서 특별히 민감하거나 예민하지는 않은 편이에요제가 한 2주정도 꾸준히 써보고 느끼게 된 부분을 정리해서 말씀드릴게요음질양쪽의 밸런스가 딱 적당하다는 느낌을 받았어요  저음 고음 무엇 하나 뚜렷하다기 보다는 적당해서호불호 없이 사용가능한 제품인 듯 했어요 원하신다면 조금 전 불만없이 사용중이예요통화통화할 때 사용해봤는데 버즈를 사용해보지 않아서 얼마나 좋아졌는지는 모르겠는데 일단은 저는 그냥저냥 통화할 때 불편한 점은 없었는데 상대방은 잘 안들리고 끊긴다고 하더라고요 특히 사람 많은 대중교통 쪽이나 바람이 세차게 부는 쪽에서는 유난히 추가로 느껴진 단점바람소리가 장난아닙니다 정말로 바람소리를 직격타 맞는 듯한 느낌이라고 하면 맞을 것 같아요외부쪽에도 마이크가 있어서인지 바람소리 정말 잘 들려요 예민하시면 이 부분 참고하셔야 할 듯 싶어요배터리 일반적으로 1~2시간의 잦은 외출일때에는 거의 배터리 걱정을 안하고하루 정도 오전 9시 이후 부터 오후 6~7시까지 사용할때에는 10 정도 남아있어서 꽤 길다고 느꼈어요또한 또 가장 좋은 점은 케이스를 열면 양쪽 버즈  케이스 배터리 잔량을 알 수 있다는 거에요따로 들어가서 확인하지 않아도 나오다보니 배터리 걱정이 확실히 줄어들더라고요ㅠㅠ 추가적으로 C타입이다보니 갤럭시 노트 10 사용중 폰과 연동해서 충전도 편하고 무선 충전도 되며 제가 사용하면서 마음에 들었던 부분 중 하나는가장자리를 두드리면 게 너무 편했어요 굳이 핸드폰으로 조절하지 않아도 사용할 수 있어서 밝은 노래를 듣다가 발라드를 들을때  음량 조절이 가능하다는 건 너무 좋아요이어버드 길게 누르기 기능은 원하는 기능으로 설정 가능하니 더 편안하구요주변소리 듣기 기능도 좋은 것 같아요 중간 정도 해놓으면 외부소리도 잘 들려서 주변 사람들 말을 못듣는 불상사는 거의 없어요개인적으로 저는 너무 마음에 들었어요 바질이 개선되길 바라면서 글 마칠게요 구매하시는 분들께 도움되셨으면 좋겠어요사진은 갤럭시 버즈 플러스 사진이구요 전 귀가 유난히 작은 편이라 제일 작은 이어팁으로 모두 변경했어요,1,
27,5,배송 정말 신속합니다 유선만 쓰다가 무선 이어폰이 필요할 때가 있어서 알아보다 구매했습니다 귓구멍에 작아서 잘 맞을 것 같은거 위주로 알아보다가 여기 리뷰보고 사야겠다고 생각했어요 잘 맞고 케이스 넘 깔끔해서 이쁘고 연결도 잘 되었어요 연결 전에 먼저 충전하시고 연결 시도하시면 될 것 같아요 음질도 좋아요~~ 점점 적응해야겠지만 무상 as도 1년이라니 믿음직스럽습니다~~ 가격이 좀 부담스럽긴 하지만 좋은거 사서 오래쓰자는 생각으로 사시면 될 것 같아요 후기보니 버즈 프로보다 버즈 플러스가 좋다는 분들도 만더하고요 암튼 추천합니다,1,
28,5,아버지 선물로 드리려고 샀습니다 배송은 조금 더뎠지만 그래도 주말 주문 후 4일 걸려 받았으니 보통이라 생각합니다 포장도 꼼꼼히 되어오고 문제 없이 잘 작동 됩니다가지고 계신 갤럭시 핸드폰에서 블루투스로 잘 잡혔도 핸드폰 내의 웨어러블 어플과 연동도 쉽고 옵션 설정도 간편합니다 평소에 이어폰을 끼시면 가족들의 목소리가 잘 안 들려서 유투브만 열심히 보시는데 주변 소음 듣기 기능이 있어 영상을 보시면서 주변 소리에도 반응하시니 매번 소리질러 부르던 아버지와 대화가 가능해졌네요 조금더 화목한 가족이 될 수 있을 것 같습니다그리고 귀 형태에 맞춰 고정하는 실리콘들의 사이즈가 다양해서 아버지 귀에 맞춰 바꿔드리니 걸어다니면서도 음질은 뭐 예전에 쓰시던 것 보다는 저에게 청음해볼 기회를 아직 주지 않으셨습니다 사진은 아버지께서 스크레치 난다며 금새 케이스를 씌워버리셔서 별도의 제품 사진은 이것뿐이네요 ,1,
29,5,일단 배송이 엄청 빨랐어요 13일 오전 7시쯤 주문 했는데 14일 오후 5시쯤 도착했어요무선 이어폰은 처음이라 이것저것 고민 많이 했었는데 좀 더 비싸더라도 폰이랑 잘 맞아야될것 같아 골랐습니다집에 도착하자마자 연결해 보았는데 바로 잘되더라고요 ㅎㅅㅎ 유선일 때는 여기저기 걸려서 폰이 떨어지거나 유선 이어폰이 단선될때가 많았는데 이제 그럴 걱정 없어서 너무 좋아요결코 저렴한 가격이 아니라 혹시 귀에서 떨어져 잃어버리면 어떡하나 고민도 했는데 제 귀에 딱 맞고 떨어져서 잃어버릴 고민은 왠만해선 안해도 될 것 같더라고요색깔도 처음엔 하늘색이 너무 영롱해 보여서 고민했지만 역시 무난한게 최고라 화이트를 골랐어요 제가 막귀라 음질 차이는 잘 모르겠지만 선명하고 통화음질도 뭉게지는것 없이 좋았어요,1,
30,5,배송도 빠르고 완전 마음에 들어요갤럭시 버즈 플러스 사용하다 신상인 라이브 구매했는데 개인적인 생각인지 모르겠지만 음질이 더 풍부한듯 느껴지네요 착용감은 착 달라붙는 느낌이 없어 조금 아쉬운듯 하나 오픈형인 제품 특성이니 잘쓰겠습니다,1,
